##MAIN
name				RocketS
type				none

##MISC
antigravity			100

##SCRIPTS
script				data/scripts/updateentity/channel.c

##REMAPS
remap				data/chars/bosses/rocket/idle00.png data/chars/bosses/rocket/alter1.png
remap				data/chars/bosses/rocket/idle00.png data/chars/bosses/rocket/alter2.png
remap				data/chars/bosses/rocket/idle00.png data/chars/bosses/rocket/alter3.png
remap				data/chars/bosses/rocket/idle00.png data/chars/bosses/rocket/alter4.png
remap				data/chars/bosses/rocket/idle00.png data/chars/bosses/rocket/alter1.png

## DEFAULT ANIMATIONS #########################################################################

anim follow3 #RAGE
	loop	0
	delay	1000
	offset	150 187
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rage00.png
	frame	data/chars/bosses/rocket/rise04.png
	frame	data/chars/bosses/rocket/rise03.png
	frame	data/chars/bosses/rocket/rise04.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png

anim follow5 #RAGE GRAB
	loop	0
	delay	1000
	offset	150 187
	frame	data/chars/bosses/rocket/land00.png
	frame	data/chars/bosses/rocket/land01.png
	frame	data/chars/bosses/rocket/land00.png
	frame	data/chars/bosses/rocket/land01.png
	frame	data/chars/bosses/rocket/land00.png
	frame	data/chars/bosses/rocket/a101.png
	frame	data/chars/bosses/rocket/a102.png
	frame	data/chars/bosses/rocket/a101.png
	frame	data/chars/bosses/rocket/a102.png
	frame	data/chars/bosses/rocket/land00.png
	frame	data/chars/bosses/rocket/land01.png
	frame	data/chars/bosses/rocket/land00.png
	frame	data/chars/bosses/rocket/land01.png
	frame	data/chars/bosses/rocket/rise02.png
	frame	data/chars/bosses/rocket/rise03.png
	frame	data/chars/bosses/rocket/rise02.png
	frame	data/chars/bosses/rocket/rise03.png
	frame	data/chars/bosses/rocket/rise02.png
	frame	data/chars/bosses/rocket/rise03.png
	frame	data/chars/bosses/rocket/rise02.png
	frame	data/chars/bosses/rocket/rise03.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png

anim follow6 #RAGE SLAM
	loop	0
	delay	1000
	offset	150 187
	frame	data/chars/bosses/rocket/grab00.png
	frame	data/chars/bosses/rocket/grab00.png
	frame	data/chars/bosses/rocket/grab00.png
	frame	data/chars/bosses/rocket/grab00.png
	frame	data/chars/bosses/rocket/throw00.png
	frame	data/chars/bosses/rocket/throw00.png
	frame	data/chars/bosses/rocket/throw00.png
	frame	data/chars/bosses/rocket/throw00.png
	frame	data/chars/bosses/rocket/a101.png
	frame	data/chars/bosses/rocket/a102.png
	frame	data/chars/bosses/rocket/a101.png
	frame	data/chars/bosses/rocket/a102.png
	frame	data/chars/bosses/rocket/idle00.png
	frame	data/chars/bosses/rocket/idle01.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png
	frame	data/chars/bosses/rocket/idle00.png
	frame	data/chars/bosses/rocket/idle01.png
	frame	data/chars/bosses/rocket/backwalk00.png
	frame	data/chars/bosses/rocket/backwalk01.png
